From	To	Species	Gene Name
ENSG00000198039	ZNF273	Homo sapiens	zinc finger protein 273(ZNF273)
ENSG00000168505	GBX2	Homo sapiens	gastrulation brain homeobox 2(GBX2)
ENSG00000146618	FERD3L	Homo sapiens	Fer3 like bHLH transcription factor(FERD3L)
ENSG00000082175	PGR	Homo sapiens	progesterone receptor(PGR)
ENSG00000106410	NOBOX	Homo sapiens	NOBOX oogenesis homeobox(NOBOX)
ENSG00000180257	ZNF816	Homo sapiens	zinc finger protein 816(ZNF816)
ENSG00000186103	ARGFX	Homo sapiens	arginine-fifty homeobox(ARGFX)
ENSG00000168779	SHOX2	Homo sapiens	short stature homeobox 2(SHOX2)
ENSG00000088876	ZNF343	Homo sapiens	zinc finger protein 343(ZNF343)
ENSG00000160352	ZNF714	Homo sapiens	zinc finger protein 714(ZNF714)
ENSG00000184486	POU3F2	Homo sapiens	POU class 3 homeobox 2(POU3F2)
ENSG00000177873	ZNF619	Homo sapiens	zinc finger protein 619(ZNF619)
ENSG00000184481	FOXO4	Homo sapiens	forkhead box O4(FOXO4)
ENSG00000126368	NR1D1	Homo sapiens	nuclear receptor subfamily 1 group D member 1(NR1D1)
ENSG00000105732	ZNF574	Homo sapiens	zinc finger protein 574(ZNF574)
ENSG00000114126	TFDP2	Homo sapiens	transcription factor Dp-2(TFDP2)
ENSG00000213988	ZNF90	Homo sapiens	zinc finger protein 90(ZNF90)
ENSG00000107175	CREB3	Homo sapiens	cAMP responsive element binding protein 3(CREB3)
ENSG00000177125	zbtb34	Homo sapiens	zinc finger and BTB domain containing 34(ZBTB34)
ENSG00000179388	EGR3	Homo sapiens	early growth response 3(EGR3)
ENSG00000167635	ZNF146	Homo sapiens	zinc finger protein 146(ZNF146)
ENSG00000196233	C10orf12	Homo sapiens	chromosome 10 open reading frame 12(C10orf12)
ENSG00000174796	THAP6	Homo sapiens	THAP domain containing 6(THAP6)
ENSG00000180806	hoxc9	Homo sapiens	homeobox C9(HOXC9)
ENSG00000187821	HELT	Homo sapiens	helt bHLH transcription factor(HELT)
ENSG00000185730	ZNF696	Homo sapiens	zinc finger protein 696(ZNF696)
ENSG00000131668	BARX1	Homo sapiens	BARX homeobox 1(BARX1)
ENSG00000250571	GLI4	Homo sapiens	GLI family zinc finger 4(GLI4)
ENSG00000198105	ZNF248	Homo sapiens	zinc finger protein 248(ZNF248)
ENSG00000005889	ZFX	Homo sapiens	zinc finger protein, X-linked(ZFX)
ENSG00000131264	CDX4	Homo sapiens	caudal type homeobox 4(CDX4)
ENSG00000131061	ZNF341	Homo sapiens	zinc finger protein 341(ZNF341)
ENSG00000176371	ZSCAN2	Homo sapiens	zinc finger and SCAN domain containing 2(ZSCAN2)
ENSG00000178919	FOXE1	Homo sapiens	forkhead box E1(FOXE1)
ENSG00000197905	TEAD4	Homo sapiens	TEA domain transcription factor 4(TEAD4)
ENSG00000178917	ZNF852	Homo sapiens	zinc finger protein 852(ZNF852)
ENSG00000114315	HES1	Homo sapiens	hes family bHLH transcription factor 1(HES1)
ENSG00000151623	NR3C2	Homo sapiens	nuclear receptor subfamily 3 group C member 2(NR3C2)
ENSG00000124459	ZNF45	Homo sapiens	zinc finger protein 45(ZNF45)
ENSG00000126351	THRA	Homo sapiens	thyroid hormone receptor, alpha(THRA)
ENSG00000025434	NR1H3	Homo sapiens	nuclear receptor subfamily 1 group H member 3(NR1H3)
ENSG00000180035	ZNF48	Homo sapiens	zinc finger protein 48(ZNF48)
ENSG00000167232	znf91	Homo sapiens	zinc finger protein 91(ZNF91)
ENSG00000186300	ZNF555	Homo sapiens	zinc finger protein 555(ZNF555)
ENSG00000151615	POU4F2	Homo sapiens	POU class 4 homeobox 2(POU4F2)
ENSG00000179195	ZNF664	Homo sapiens	zinc finger protein 664(ZNF664)
ENSG00000089225	TBX5	Homo sapiens	T-box 5(TBX5)
ENSG00000167625	znf526	Homo sapiens	zinc finger protein 526(ZNF526)
ENSG00000167034	NKX3-1	Homo sapiens	NK3 homeobox 1(NKX3-1)
ENSG00000105722	ERF	Homo sapiens	ETS2 repressor factor(ERF)
ENSG00000196247	ZNF107	Homo sapiens	zinc finger protein 107(ZNF107)
ENSG00000180818	HOXC10	Homo sapiens	homeobox C10(HOXC10)
ENSG00000164749	HNF4G	Homo sapiens	hepatocyte nuclear factor 4 gamma(HNF4G)
ENSG00000217236	SP9	Homo sapiens	Sp9 transcription factor(SP9)
ENSG00000213973	ZNF99	Homo sapiens	zinc finger protein 99(ZNF99)
ENSG00000100644	HIF1A	Homo sapiens	hypoxia inducible factor 1 alpha subunit(HIF1A)
ENSG00000151650	VENTX	Homo sapiens	VENT homeobox(VENTX)
ENSG00000183734	ASCL2	Homo sapiens	achaete-scute family bHLH transcription factor 2(ASCL2)
ENSG00000166888	STAT6	Homo sapiens	signal transducer and activator of transcription 6(STAT6)
ENSG00000183733	FIGLA	Homo sapiens	folliculogenesis specific bHLH transcription factor(FIGLA)
ENSG00000164853	UNCX	Homo sapiens	UNC homeobox(UNCX)
ENSG00000163497	FEV	Homo sapiens	FEV, ETS transcription factor(FEV)
ENSG00000112182	BACH2	Homo sapiens	BTB domain and CNC homolog 2(BACH2)
ENSG00000105997	HOXA3	Homo sapiens	homeobox A3(HOXA3)
ENSG00000111046	MYF6	Homo sapiens	myogenic factor 6(MYF6)
ENSG00000063515	GSC2	Homo sapiens	goosecoid homeobox 2(GSC2)
ENSG00000105996	HOXA2	Homo sapiens	homeobox A2(HOXA2)
ENSG00000111049	MYF5	Homo sapiens	myogenic factor 5(MYF5)
ENSG00000111424	VDR	Homo sapiens	vitamin D (1,25- dihydroxyvitamin D3) receptor(VDR)
ENSG00000106852	LHX6	Homo sapiens	LIM homeobox 6(LHX6)
ENSG00000092203	TOX4	Homo sapiens	TOX high mobility group box family member 4(TOX4)
ENSG00000198393	ZNF26	Homo sapiens	zinc finger protein 26(ZNF26)
ENSG00000105991	HOXA1	Homo sapiens	homeobox A1(HOXA1)
ENSG00000213967	ZNF726	Homo sapiens	zinc finger protein 726(ZNF726)
ENSG00000229676	ZNF492	Homo sapiens	zinc finger protein 492(ZNF492)
ENSG00000104856	RELB	Homo sapiens	RELB proto-oncogene, NF-kB subunit(RELB)
ENSG00000196391	ZNF774	Homo sapiens	zinc finger protein 774(ZNF774)
ENSG00000180828	BHLHE22	Homo sapiens	basic helix-loop-helix family member e22(BHLHE22)
ENSG00000118526	TCF21	Homo sapiens	transcription factor 21(TCF21)
ENSG00000187801	ZFP69B	Homo sapiens	ZFP69 zinc finger protein B(ZFP69B)
ENSG00000105717	PBX4	Homo sapiens	PBX homeobox 4(PBX4)
ENSG00000164736	SOX17	Homo sapiens	SRY-box 17(SOX17)
ENSG00000144792	ZNF660	Homo sapiens	zinc finger protein 660(ZNF660)
ENSG00000177842	ZNF620	Homo sapiens	zinc finger protein 620(ZNF620)
ENSG00000136535	TBR1	Homo sapiens	T-box, brain 1(TBR1)
ENSG00000077092	RARB	Homo sapiens	retinoic acid receptor beta(RARB)
ENSG00000176165	FOXG1	Homo sapiens	forkhead box G1(FOXG1)
ENSG00000178403	NEUROG2	Homo sapiens	neurogenin 2(NEUROG2)
ENSG00000106459	NRF1	Homo sapiens	nuclear respiratory factor 1(NRF1)
ENSG00000088881	EBF4	Homo sapiens	early B-cell factor 4(EBF4)
ENSG00000179981	TSHZ1	Homo sapiens	teashirt zinc finger homeobox 1(TSHZ1)
ENSG00000134532	SOX5	Homo sapiens	SRY-box 5(SOX5)
ENSG00000128000	ZNF780B	Homo sapiens	zinc finger protein 780B(ZNF780B)
ENSG00000186564	FOXD2	Homo sapiens	forkhead box D2(FOXD2)
ENSG00000100219	XBP1	Homo sapiens	X-box binding protein 1(XBP1)
ENSG00000109705	NKX3-2	Homo sapiens	NK3 homeobox 2(NKX3-2)
ENSG00000196263	ZNF471	Homo sapiens	zinc finger protein 471(ZNF471)
ENSG00000186951	PPARA	Homo sapiens	peroxisome proliferator activated receptor alpha(PPARA)
ENSG00000107187	LHX3	Homo sapiens	LIM homeobox 3(LHX3)
ENSG00000085276	MECOM	Homo sapiens	MDS1 and EVI1 complex locus(MECOM)
ENSG00000085274	MYNN	Homo sapiens	myoneurin(MYNN)
ENSG00000100625	SIX4	Homo sapiens	SIX homeobox 4(SIX4)
ENSG00000118513	MYB	Homo sapiens	MYB proto-oncogene, transcription factor(MYB)
ENSG00000109906	ZBTB16	Homo sapiens	zinc finger and BTB domain containing 16(ZBTB16)
ENSG00000176160	hsf5	Homo sapiens	heat shock transcription factor 5(HSF5)
ENSG00000105708	ZNF14	Homo sapiens	zinc finger protein 14(ZNF14)
ENSG00000196267	ZNF836	Homo sapiens	zinc finger protein 836(ZNF836)
ENSG00000187815	ZFP69	Homo sapiens	ZFP69 zinc finger protein(ZFP69)
ENSG00000196268	ZNF493	Homo sapiens	zinc finger protein 493(ZNF493)
ENSG00000164532	TBX20	Homo sapiens	T-box 20(TBX20)
